label,附加评论,positive,positive_prob,negative_prob,confidence,sentiment
0.0,跳动有点大，不知道是什么原因....,0,0.124621,0.875379,0.723065,0
0.0,不错不错，扭力还不小，同心度确实一般，送的刀头就不谈了，扭阿扭,1,0.587617,0.412383,0.0835941,2
0.0,真够沉的。希望可以永久些,0,0.327089,0.672911,0.273136,0
2.0,??威克士(WORX) 螺丝批头附件盒WA4106 15件多功能批头套装 通用于电钻冲击钻??威克士(WORX) 螺丝批头附件盒WA4106 15件多功能批头套装 通用于电钻冲击钻,1,0.664096,0.335904,0.253547,2
0.0,同价位性价比最高，在家拧螺丝书桌啥的小架子方便多了，美滋滋,1,0.941484,0.0585165,0.869963,2
3.0,大小合适，价格也不贵，以后不用手动安家具了,1,0.868902,0.131098,0.708671,2
0.0,出错，力度很大，但是还没有用！！后期用了再追评！,0,0.362027,0.637973,0.195495,0
2.0,东西挺结实，拿在手里都沉。就是动力还是小了点，钻墙都钻不动，一个小窟窿怎么费力都没弄好，看来还是需要买直接插电的。钻木头倒是轻轻松松。,0,0.45842,0.54158,0.168397,1
4.0,产品质量好，有性价比。款式心仪。具备正反转还可以2档变速快慢。商品配送超级快。头晚的订单第二天中午就收到宝贝速度杠杠滴。,1,0.988893,0.0111065,0.975319,2
4.0,货收到，打开验货，整体感觉做工精良，手感十足，力道沉稳，确实物有所值，赠品设计别出心裁，方便贴心，很好。,1,0.998616,0.0013835,0.996925,2
2.0,第一次，收到货的时候，仓库发错货，京东客户态度很好，过两天上门换新，服务态度一流,1,0.875226,0.124774,0.722724,2
-1.0,好用，之前出现了充电器小故障，联系客服很快帮我换了一台新的，京东服务真的没话说，一直钟爱在京东购物,1,0.94745,0.05255,0.883222,2
2.0,最喜欢在京东上买东西早上八点钟秒杀的下午四点多就送到家门口了京东快递服务一流,1,0.979895,0.0201054,0.955321,2
1.0,买了一个，发现有疑似拆封过的痕迹，换一个，感觉还是。哎，ershou东,0,0.187219,0.812781,0.583958,0
0.0,老早就想买 但是用的地方不多 最终还是买了 估计得吃灰,0,0.4058,0.5942,0.0982221,0
0.0,非宁静无以致远，非淡泊无以明志，夫学须静也，才须学也。,1,0.905281,0.0947191,0.789513,2
2.0,国产工具都需要支持，这个产品外观设计非常好，就要看使用寿命如何,1,0.976435,0.0235655,0.947632,2
1.0,618买的，同心度还是有点大，家用可以。,1,0.631888,0.368112,0.181974,2
0.0,买工具也有种快感，爽！看着螺丝就想拧,1,0.865395,0.134605,0.700878,2
0.0,京东送货速度快，货品全，优惠力度大，自营产品质量有保证。,1,0.933114,0.0668862,0.851364,2
0.0,非常的好，非常的值得购买，五星好评。,1,0.993605,0.00639451,0.98579,2
2.0,搞活动买的！！！物流快！服务好！！！,1,0.706365,0.293635,0.347477,2
2.0,搞活动买的！！！物流快！服务好！！！,1,0.706365,0.293635,0.347477,2
1.0,扭力强劲，电池也还够用，质量很好,1,0.976531,0.0234694,0.947846,2
0.0,大品牌值得信赖，想买的可以入手。同心度还是有点差,1,0.873794,0.126206,0.719542,2
0.0,非常不错的工具，值得拥有。,1,0.997712,0.00228817,0.994915,2
0.0,一直借同事的电钻用，赶上降价赶紧陶了一个，不错,1,0.900797,0.0992034,0.779548,2
0.0,不错，一直在京东购买商品。,1,0.894998,0.105002,0.766662,2
1.0,还行，车车螺丝可以用。,1,0.751536,0.248464,0.447858,2
2.0,贵了点，钻头离心度略大,0,0.183004,0.816996,0.593325,0
0.0,很好用，性价比高，想买的朋友快点入手吧,1,0.964457,0.0355429,0.921016,2
1.0,商品收到，用了一段时间很好动力强劲。,1,0.95391,0.0460902,0.897577,2
2.0,动力挺足，声音很小，满意。非常满意,1,0.988138,0.0118615,0.973641,2
1.0,品牌产品质量很好 用起来得心应手,1,0.93095,0.0690503,0.846555,2
2.0,商家服务很好，快递及时。,1,0.86705,0.13295,0.704556,2
1.0,手感舒适，实用，方便！,1,0.944097,0.0559028,0.875771,2
0.0,已收到   正在使用,1,0.51829,0.48171,0.634206,1
1.0,价格便宜量又足 不错,1,0.955143,0.044857,0.900318,2
0.0,不错，做活动买的,1,0.935941,0.0640592,0.857646,2
0.0,用了一段时间才来评价，很好的东西，居家必备！,1,0.873162,0.126838,0.718138,2
0.0,很好用，很方便,1,0.984479,0.0155208,0.965509,2
0.0,不错，挺实用的,1,0.97314,0.0268604,0.94031,2
-1.0,还行，同心度一般，家用可以,0,0.457281,0.542719,0.145629,1
0.0,拿手上看着还不错，希望用的更好，以后再来评价,1,0.534059,0.465941,0.318816,1
0.0,还可以，挺好用的，就是不知道电池会怎么样。,1,0.86707,0.13293,0.704601,2
0.0,好用的东西,1,0.686306,0.313694,0.302902,2
0.0,给公司买的,1,0.694134,0.305866,0.320299,2
0.0,品牌的果然不一样，虽然有点小贵但是好用。挺重实，用着很顺手。,1,0.955047,0.0449529,0.900105,2
0.0,"挺好用的,赠品也好使，总之给好评;;",1,0.907399,0.0926013,0.794219,2
-1.9,同心度太差，而且使用不方便，扭矩不够，不知道是机器问题还是螺丝问题好容易把螺丝打花，联系售后就万能的打400电话，不开心。机器是好的，又不好退货，含着泪使用吧,0,0.0030678,0.996932,0.993183,0
1.0,东西使用还可以，东城，博世，大艺，龙韵乱七八糟好些都用过，不如广告里面形容的小巧，虽也不算大。东西还是不错的。但是仍然少给2个星，个人极少不给5星，可以查记录，充电实在是太慢了很影响做事。这充电水平实在渣的难受。要不是必须要用一定会换个,0,0.0243729,0.975627,0.945838,0
1.1,充电3小时  连续工作1小时不到  机器不错  电池坑人   对续航要求高的买20v的  或者多买几个电池,0,0.128358,0.871642,0.71476,0
3.0,外观好看漂亮，只是没有想象中那么硬朗，用了大概两周出现电机前后松动问题，后申请换货换了一个,1,0.975273,0.0247273,0.94505,2
-1.0,led灯是坏的不亮，其他还可以，懒得换了。刚装了个书架，的确省力省时多了。,0,0.0910205,0.908979,0.797732,0
0.0,有点像翻修机，和我原来被偷掉的那把有区别。偏心大，电池比原来的要轻。,0,0.341181,0.658819,0.24182,0
0.0,就是钻头只有一个，怎么也得标配吧,0,0.301246,0.698754,0.330563,0
0.0,商品明显有拆过的痕迹，好在使用无碍,0,0.316722,0.683278,0.296173,0
-1.0,最失败的一次购物，电钻无力，电池充电慢，储电少，用两下就没电，又只配一个电池，工具也没配，真是商人,0,0.0135538,0.986446,0.96988,0
0.0,"产品大了点，大重，应该给产品做尺寸让人参考，感觉被骗3， ;;;;;;,",0,0.0744994,0.925501,0.834446,0
0.0,这次连螺丝批投都没有，弄得这么多钱都花了，也没有任何赠品，博世的都还有螺丝批组套装 ，这个什么都没有 ，表示很失望。,0,0.00698835,0.993012,0.98447,0
1.0,299买个玩具！打个铝合金都打不穿还有什么用，同样的工能在别的平台就一百多，一直信任买真货，把价格搞这么高就一垃圾！只有再次到其它平台上买东西了！要买的慎重！！！,0,0.0026014,0.997399,0.994219,0
0.0,挺好用很不错,1,0.982774,0.0172257,0.961721,2
-2.0,居然不带磁铁吸螺丝的功能，表示很是醉了，太不接地气。,0,0.345284,0.654716,0.232702,0
-1.0,拿回家还没拆包感觉就不对劲，结果打开真的是那么回事。质量太差，力度太小，还没有我买的两百多的东城电钻好，那个充电器看起就更差劲了细的冲电都不敢用力插电池。,0,0.00383119,0.996169,0.991486,0
-3.0,夹头生锈同轴度很差 用了几天手柄上的橡胶就开始脱皮了质量真的不行,0,0.0162815,0.983719,0.963819,0
1.0,这个跟小孩子玩的玩具差不多，一点力气都没有，手轻轻一抓就停，买回来拿起来要用都用不上,0,0.237682,0.762318,0.471818,0
-1.0,同心度不行,0,0.193479,0.806521,0.570046,0
0.0,怎么只有一个电池，而且充电很慢，用起来都比不上我同事一百多的。失望啦,0,0.0202211,0.979779,0.955064,0
0.0,不好！电池只能用4个小时，买的请慎重！！！！！！！！！,0,0.002938,0.997062,0.993471,0
0.0,说好的发票又没有！当时就说后面补，现在一个星期了也没收到,0,0.125408,0.874592,0.721315,0
-1.0,电池怎么那么不耐用？,0,0.217367,0.782633,0.516962,0
0.0,什么东西！满电量两个小时都用不到！还不如别人一百多的,0,0.0676455,0.932355,0.849677,0
1.0,图中那个小的双头螺丝刀头没有，手电钻面上一层灰;,0,0.211637,0.788363,0.529696,0
-1.0,劲不大  声音大  还没有几十的好这个还重,0,0.216448,0.783552,0.519005,0
-1.0,电池一般，，还是我太专注干活了？用一会就没电了！,0,0.0384627,0.961537,0.914527,0
0.0,买东西需小心陷阱，希望后面的买家眼睛擦擦亮。最好下单之前说清楚。,0,0.0233854,0.976615,0.948033,0
-1.0,头偏？挺有份量做工一般,0,0.12102,0.87898,0.731066,0
0.0,没有客服，客服不回复,0,0.0553735,0.944626,0.876948,0
1.0,不同心·有明显的划痕·电池比较明显·,0,0.340802,0.659198,0.242663,0
0.0,没有价保，刚买没几天,0,0.299466,0.700534,0.334519,0
0.0,不送货上门,0,0.25858,0.74142,0.425379,0
0.0,还好吧,0,0.479436,0.520564,0.588711,1
3.0,外观好看漂亮，只是没有想象中那么硬朗，用了大概两周出现电机前后松动问题，后申请换货换了一个,1,0.975273,0.0247273,0.94505,2
0.0,好用，很好用,1,0.956177,0.0438234,0.902615,2
2.0,东西收到，物流小哥服务态度好，,1,0.579861,0.420139,0.0663585,2
0.0,超级好用！京东太给力了！发货速度快！质量还好！感谢京东！,1,0.975481,0.024519,0.945513,2
2.0,不错，小巧实用。,1,0.899455,0.100545,0.776567,2
-1.0,东西很好用 大牌子就是不一样,1,0.924638,0.0753618,0.832529,2
0.0,一般得日用应该是够了，但是水泥墙体就不要用这样的。,0,0.165497,0.834503,0.632229,0
0.0,好就一个字,1,0.662174,0.337826,0.249276,2
0.0,还没用，感觉还不错,1,0.678117,0.321883,0.284705,2
0.0,WORX国内第一块牌子 ，不错,1,0.853707,0.146293,0.674904,2
0.0,用着劲还不错，物有所值了吧,1,0.907127,0.0928725,0.793617,2
2.0,用着还行，就是电池好贵，看网上，散件电池和机头价格相当。。。。,1,0.500626,0.499374,0.987489,1
0.0,家用完全没问题，干柜子活儿也轻松搞定，劲头还可以，设计的很漂亮。,1,0.906975,0.0930248,0.793278,2
0.0,劲可不小哦！很好用蛮有分量的,1,0.907285,0.092715,0.793967,2
2.0,之前有过一把，这款锂电钻质量很好，又耐用，京东快递就是快，好评,1,0.971318,0.0286824,0.936261,2
0.0,工具很合适，用着顺手，质量不错,1,0.980971,0.0190288,0.957714,2
0.0,性价比很好的产品下次还会购买,1,0.992857,0.00714309,0.984126,2
2.0,使用了几天电钻很不错动力十足，,1,0.962818,0.0371822,0.917373,2
0.0,帮朋友买的，他说很好用！,1,0.949908,0.050092,0.888685,2
1.0,电钻质量不错，在京东买的第二个了。,1,0.798061,0.201939,0.551246,2
1.0,东西好用，物美价廉，送货也快,1,0.949961,0.0500393,0.888802,2
1.0,不错，很强大，样子也跟霸气！,1,0.985176,0.0148239,0.967058,2
0.0,我随手这么一打就是标准的十五字。。很好很实惠,1,0.915658,0.0843424,0.812572,2
0.0,做工非常的好，声音也不大。很好用！,1,0.952281,0.0477188,0.893958,2
2.0,物流很快，第二天就到了，用起来手感很好,1,0.86437,0.13563,0.698599,2
0.0,功能强大。值得购买,1,0.838653,0.161347,0.641451,2
2.0,再也不用手拧螺丝了轻便了许多,1,0.61494,0.38506,0.144311,2
2.0,收到货不久后试用几次感觉马力充足，家用足够了，方便、实用。,1,0.983151,0.0168485,0.962559,2
0.0,好评,1,0.699556,0.300444,0.332347,2
-1.0,不错，就是价格贵，真的不实惠。使用感受算可以,1,0.846537,0.153463,0.658971,2
0.0,钻很有劲儿，老爸看了说非常好，以后干活儿有了它方便多了！,1,0.988419,0.0115806,0.974265,2
0.0,非常适合自己的生活方式的,1,0.847176,0.152824,0.660391,2
1.0,东西不错，配件很多，可惜没有转铝合金的转头啊,1,0.744645,0.255355,0.432545,2
1.2,必须承认和对标的博世gsr120-li做工上有差距，体现在塑胶件的质感上，本品用料上看着是会廉价一些，并且旋转紧固件的手感不如博世，不过这个价格做成这样可以了，外观不错。同心度一般吧，博世竞品也没好到哪里去。,0,0.036063,0.963937,0.91986,0
0.0,好用,1,0.751083,0.248917,0.446851,2
0.0,不错很实用,1,0.969588,0.030412,0.932418,2
2.0,漂亮力气大手感好,1,0.918312,0.081688,0.818471,2
0.0,好东西好东西,1,0.681746,0.318255,0.292768,2
0.0,还好了，电池用大半天了,0,0.398216,0.601784,0.115076,0
0.0,收到了用了还不错?,1,0.58604,0.41396,0.0800885,2
1.0,力道很大，圆心不太圆，其他都好,1,0.757609,0.242391,0.461354,2
0.0,208买的，还可以,1,0.742211,0.257789,0.427135,2
2.0,力量挺大的做工不错，挺漂亮的。要说毛病的话同心度不足,1,0.887361,0.112639,0.749691,2
1.0,还不错。动力也挺好,1,0.962359,0.0376408,0.916354,2
0.0,很不错，质量很好，居家干活好帮手,1,0.991681,0.00831897,0.981513,2
0.0,手感质量还行，以为有包 和备用电池的。结果没有。。不知道一个电池能用多久。,0,0.18693,0.81307,0.584601,0
2.0,好用，便宜，电池耐用,1,0.890965,0.109035,0.757699,2
0.0,很好用，之前不知道这个牌子。性价比很高啊,1,0.976563,0.0234372,0.947917,2
0.0,还可以吧，可以用的,1,0.824207,0.175793,0.609349,2
0.0,帮朋友买的，质量过硬信得过，这是第三次购买啦！,1,0.851315,0.148685,0.669589,2
2.0,手感不错 同心度不错 就是不知道电池咋样 刚用,1,0.901079,0.0989208,0.780176,2
1.0,电钻看似给力用了在来评价,1,0.567036,0.432964,0.0378576,2
0.0,挺好用的，就是有点贵，家里安装柜子打钉子都方便。,1,0.956255,0.0437452,0.902788,2
0.0,很好，的一次购物，说实话我只是来拿京豆的，满十个字了吗,1,0.941189,0.0588111,0.869309,2
0.0,有点像翻修机，和我原来被偷掉的那把有区别。偏心大，电池比原来的要轻。,0,0.341181,0.658819,0.24182,0
1.1,首先得说一下这个物流真是相当的给力，特快。京东就是不一样。哈哈;;昨晚下的单今天中午就收到货品了。看上去质量还挺不错的，暂时还没用过 所以也只能看表面。我是经朋友介绍说这个牌子的电转挺好用的，所以这次就买了一把，还在这家店铺买了一把带线的电转，不过可惜昨晚没认真看，这不 还得申请换货。  第一次换货品，就问了问这家店铺的老板，店铺老板耐心的回答的问题，在此感谢。 用后如果质量可以 还会支持这家店铺，最后希望大家都能买到满意的货品，也祝大家身体健康。,1,0.994036,0.00596388,0.986747,2
1.0,很不错的一款工具 比大马进口的博世要好,1,0.991318,0.00868239,0.980706,2
2.0,螺丝刀装上使晃动明显，需要退货,0,0.219272,0.780728,0.512728,0
2.0,威克士大品牌，好东西，早就想拥有一套了，6.18活动拼购，非常满意，设计独特，贴带方便，配置也齐全，基本能满足家庭日常维修，安装等使用。,1,0.99774,0.00226024,0.994977,2
2.0,好钻，大品牌质量有保障，618京东活动能便宜点儿,1,0.92397,0.0760304,0.831044,2
0.0,先收货，产品因该没问题，618购买的太多，就不一一评价了。不好有追评，好就不用了。,0,0.290876,0.709124,0.353609,0
0.0,好用,1,0.751083,0.248917,0.446851,2
1.0,物流很快，东西不错，很有手感，不知道是否耐用哦，,1,0.989494,0.0105057,0.976654,2
0.0,东西不错，就是不知道经用不,1,0.509737,0.490263,0.805256,1
1.0,大品牌用起来就是得心应手，不是国产几十块的东西能比的，低端产品表现不错了，就是同心率一般。,0,0.427025,0.572975,0.0510556,0
2.0,昨天到手今日才用，很给力，服务态度也很好，快递也很快,1,0.952564,0.0474363,0.894586,2
1.0,物美价廉，物流迅速，商品质量有保障，支持京东，相信京东。,1,0.988683,0.0113174,0.97485,2
2.0,外观精致，功能齐全，质感超棒，质量只能用时间去印证，感觉非常好！,1,0.999368,0.000631997,0.998596,2
0.0,好东西，非常好用，赞一个,1,0.972871,0.027129,0.939713,2
1.1,充电3小时  连续工作1小时不到  机器不错  电池坑人   对续航要求高的买20v的  或者多买几个电池,0,0.128358,0.871642,0.71476,0
1.0,动力十足，速度快。,1,0.888704,0.111296,0.752675,2
-1.0,买来拧螺丝的，很不错，开始送了一个旧的，厂家人员很负责，看到我的留言主动联系了我，让我和京东申请换货。干活用这个很方便，紧固螺丝比手动强多了，又快又省力，整体也比较轻便，比如悬空握持也不会吃力，同心度差点，总体很好。,1,0.995447,0.00455256,0.989883,2
1.0,还没用，不过试了一下动力佷足。,1,0.705209,0.294791,0.344908,2
0.0,威克士(WORX)家用充电式电钻电动,1,0.625743,0.374257,0.168317,2
0.0,在京东上买很方便，送货速度快，质量不错，值得购买，是正品，以后有需要还会来,1,0.993852,0.00614832,0.986337,2
0.0,用了一下，还可以，家用是足够了,1,0.841104,0.158896,0.646897,2
2.0,刚到手，试了非常好用，一听声音就知道动力强劲，超赞,1,0.959509,0.0404907,0.910021,2
1.0,用起来比原来的手动螺丝刀方便太多了。性价比对于业馀选手也很不错，同时还买了一个12v电锤，总想在家里找点事情做好让我钻个眼。,1,0.968943,0.0310567,0.930985,2
0.0,电钻只有纸盒包装差塑盒装，整体感觉还可以,0,0.132698,0.867302,0.705115,0
0.0,宝贝很好，用途很广，质量上乘。,1,0.980428,0.0195721,0.956506,2
0.0,东西不错很好用！,1,0.979599,0.020401,0.954664,2
4.0,做工真的很好，噪音小，力量足，用途广泛，使用简便，好评！,1,0.989866,0.0101341,0.97748,2
0.0,全能好帮手！,1,0.587353,0.412647,0.0830069,2
0.0,不不不不不不不步步错,0,0.34942,0.65058,0.223511,0
0.0,京东购物方便快捷，质量有保障。,1,0.683893,0.316107,0.297541,2
0.0,使用起来比较灵活，感觉功率不够大,1,0.592323,0.407677,0.0940503,2
0.0,希望好用耐用啦！,1,0.923342,0.0766579,0.829649,2
0.0,第二次购买了，挺好用的,1,0.79972,0.20028,0.554934,2
3.0,冲着威克士的颜值先买的20v带冲击功能的，拆箱试机钻夹那叫一个扭，果断退货，这里着重表扬下jd的退换货机制，先退款后上门取货，收货的小哥也只是检查有没有少东西。然后特价买这个12v的钻夹还是很正的，希望威克士再品控上再下点功夫，不要用行业0.9mm的标准来推脱自己装配的不严谨。以后装家具终于不用螺丝刀磨手喽！,1,0.955541,0.044459,0.901202,2
0.0,带了各种螺丝刀头，可是却没有钻头，不知道好用不好用，用过之后再来评价,0,0.14306,0.85694,0.682089,0
0.0,功能齐全，正常运行，不知道好不好用。,1,0.64754,0.35246,0.216755,2
2.0,手感十足，分量十足，价格也合适,1,0.979607,0.020393,0.954682,2
1.0,产品挺好，看着做工精致,1,0.841789,0.158211,0.648421,2
0.0,第二次购买了，非常好,1,0.887538,0.112462,0.750085,2
1.0,很好用，电池持久,1,0.939798,0.0602019,0.866218,2
1.0,东西很好用不错，一收到货就拿出来用了很棒！,1,0.989748,0.0102516,0.977219,2
2.0,扭力一般般免强用用!设计没得说非常给力，一般家用足够了。相信京东一直没错的前二次商品有小小问题，售后跟得很到位，一直在京东购物要的就是服务。,1,0.903979,0.0960213,0.786619,2
0.0,比图中的看起来更精致，扳机也很好使,1,0.94816,0.0518403,0.884799,2
2.0,送货快，东西好，服务好，值得购买，赞,1,0.990046,0.00995426,0.977879,2
0.0,棒棒棒,1,0.905131,0.0948687,0.789181,2
1.0,第二次买了，用着很好。价格是高点但，一分价钱一分货。???(;????＿;????)????????,0,0.0444808,0.955519,0.901154,0
0.0,太帅了，握在手机真有感觉！喜欢！,1,0.906456,0.0935441,0.792124,2
0.0,一如既往的好！,1,0.972477,0.0275233,0.938837,2
0.0,家用正合适,1,0.879256,0.120744,0.731679,2
0.0,妈妈让买的，家里干点小活需要用的。。。。,1,0.613976,0.386024,0.14217,2
0.0,京东自营值得信赖，送货快快，以后再来,1,0.78946,0.21054,0.532134,2
2.0,????威克士(WORX) 螺丝批头附件盒WA4106 15件多功能批头套装 通用于电钻冲击钻,1,0.50102,0.49898,0.97959,1
1.0,"上手比较容易，质感不错。值得购买！
我想知道为什么这样才可以做到如此真实。",1,0.949904,0.0500959,0.888676,2
0.0,不错,1,0.914388,0.085612,0.809751,2
1.0,收到了物流很快，产品质量很好，很满意,1,0.984225,0.015775,0.964945,2
0.0,不错不错很好。,1,0.992923,0.00707745,0.984272,2
0.0,不太会用，尝试打了个空还不错。,0,0.339881,0.660119,0.244709,0
-2.0,很好，拿在手里很轻，噪声不大，超级好用实用，京东老顾客了,1,0.987925,0.0120746,0.973168,2
3.0,12V动力比较充足！机身小巧！工地携带起来方便！希望能耐用！,1,0.988155,0.0118454,0.973677,2
1.0,东西是拆过封的，机器到没啥问题，就是和大家说的一样同心率差点。反正拧个螺丝凑合用不上,0,0.0163939,0.983606,0.963569,0
0.0,实用，整体不错,1,0.970415,0.0295845,0.934257,2
0.0,牌子很不错！还没有用！！！！！,1,0.907822,0.0921776,0.795161,2
1.0,电钻非常好.还送头子,1,0.974934,0.0250661,0.944297,2
0.0,非常好用，再也不用手动那么累了哈,1,0.768733,0.231267,0.486074,2
1.0,威克士在国内也算是一线品牌了，相信不会差到哪里去，用后再追评。,0,0.132622,0.867378,0.705284,0
-1.0,感觉不错 偏心存在 没有工具箱 打开了放哪,1,0.597124,0.402876,0.104719,2
0.0,还不错，耐不耐用要时间证明,1,0.849378,0.150622,0.665285,2
0.0,不错的商品，上京东就够了！！！,1,0.852119,0.147881,0.671376,2
0.0,品质保证  值得信赖 安全稳定 外观简单大方,1,0.985311,0.0146887,0.967358,2
1.0,东西不错，货真价实，非常满意的一次购物。,1,0.994071,0.00592925,0.986824,2
0.0,还可以吧。一般般,0,0.443411,0.556589,0.0146419,0
0.0,昨天下的单昨晚就到了，宝贝不错，老公很喜欢。,1,0.964208,0.0357922,0.920462,2
0.0,东西很好，手一拿就很有分量,1,0.898397,0.101603,0.774215,2
-1.0,东西不错，为啥不多配个电池呢？,1,0.527108,0.472892,0.457834,1
1.0,品质好，大品牌值得信赖！,1,0.896959,0.103041,0.77102,2
0.0,已经收到，很好，很精细,1,0.961781,0.038219,0.915069,2
1.0,不错的，家用足够，专业人士联系买大电池版的。这个可以调扭矩，两挡速度，带手电,1,0.970643,0.0293568,0.934763,2
0.0,给力，拧螺丝再也不怕手起泡了,1,0.675588,0.324412,0.279084,2
0.0,用着还行，拧个螺丝还是很好用的，打孔就一般般了，毕竟这个价格也就不指望能很好用了，等坏了还是得买个贵一些的。,0,0.423328,0.576672,0.0592718,0
1.0,喜欢，大牌子，用的靠谱，有劲,1,0.92752,0.0724801,0.838933,2
0.0,不好！电池只能用4个小时，买的请慎重！！！！！！！！！,0,0.002938,0.997062,0.993471,0
0.0,东西不错,1,0.849146,0.150854,0.66477,2
1.0,货品不错的，物流也快！！赞一个！,1,0.990861,0.00913926,0.97969,2
2.0,东西不错，价格实惠，物流神速,1,0.919824,0.080176,0.821831,2
1.0,非常好用的电钻，谁用谁知道,1,0.583374,0.416626,0.0741654,2
1.0,质量不错，性价比高，扭矩大,1,0.869186,0.130814,0.709303,2
0.2,同心度很好。有的套筒加钻头的视频同心度是差，我也试过，但我发现是套筒的缘故，直接夹钻头同心度真的很棒的！！！分享给大家，希望同样喜爱工具的你们都能尽快拿到属于自己的！！！,1,0.93817,0.0618305,0.862599,2
0.0,用了一次，感觉一般！,0,0.285465,0.714535,0.365633,0
1.0,质量好，价格实惠，功能齐全，很好，很喜欢,1,0.994521,0.0054793,0.987824,2
4.0,东西很好很不错，价格也很实惠，物流速度也很快，服务态度很好。。,1,0.99945,0.000549982,0.998778,2
2.0,宝贝不错，小巧，有力，,1,0.981294,0.018706,0.958431,2
-1.0,好用，遗憾的是送的批头不带磁性。总是掉螺钉。,1,0.884195,0.115805,0.742655,2
0.0,不错，充电模式中。有力，,1,0.952971,0.0470294,0.89549,2
0.0,跳动有点大，不知道是什么原因....,0,0.124621,0.875379,0.723065,0
0.0,货收到了，物流很快，总体还行，同心度不是很准，还好吧，用短时间在追加评论,1,0.529831,0.470169,0.403389,1
1.0,商品非常给力，一直在京东购买，速度快，服务好，大家快买,1,0.932967,0.0670331,0.851037,2
0.0,"以前买过了,很不错很用着很好用;",1,0.952529,0.047471,0.894509,2
1.0,送货很快，正品，看着不错。,1,0.976508,0.0234923,0.947795,2
0.0,买贵了，不过东西还是很不错的。,1,0.798087,0.201913,0.551305,2
1.0,"还不错，好用，操作简单，随机带螺丝刀头，没有钻头 。
值得拥有。",1,0.982721,0.017279,0.961602,2
2.0,京东物流很快，隔天就收到了，朋友推荐的，确实非常好用，性价比很高！两块电池更换着比较方便！,1,0.969554,0.0304461,0.932342,2
1.0,扭矩够大，调最大挡要注意拿稳。,1,0.879461,0.120539,0.732136,2
1.0,动力强劲，好用,1,0.960832,0.0391685,0.912959,2
