label,附加评论,positive,positive_prob,negative_prob,confidence,sentiment
0.0,需要大力才能按进去,0,0.445954,0.554045,0.00898997,0
-1.0,钻头打空,0,0.397549,0.602451,0.116558,0
-1.0,才感觉用手动的弱爆了,0,0.169101,0.830899,0.624221,0
0.0,用了一个星期,1,0.580954,0.419046,0.0687875,2
1.0,手感好,1,0.854488,0.145512,0.676641,2
1.0,还行,1,0.689474,0.310526,0.309943,2
0.0,应该能用的住,1,0.527753,0.472247,0.444934,1
0.0,好货,1,0.625738,0.374262,0.168306,2
1.0,京东的服务态度很好,1,0.840136,0.159864,0.644746,2
1.0,很划算,1,0.889739,0.110261,0.754976,2
0.0,发票都不给,0,0.182744,0.817256,0.593902,0
1.0,超级的点赞,1,0.91783,0.0821702,0.817399,2
0.0,用用在来评价,1,0.549116,0.450884,0.0176859,1
1.0,不错不错不错不错,1,0.976875,0.0231248,0.948611,2
0.0,京东快递小哥很给力,1,0.837417,0.162583,0.638704,2
1.0,性价比很好的产品下次还会购买,1,0.992857,0.00714309,0.984126,2
1.0,其它功能不错,1,0.883884,0.116116,0.741965,2
0.0,冲着威克士的颜值先买的20v带冲击功能的,1,0.888343,0.111657,0.751873,2
0.0,超帅的螺丝刀,1,0.910156,0.0898441,0.800346,2
-1.0,遗憾的是送的批头不带磁性,1,0.697106,0.302894,0.326902,2
1.0,信任京东物流超快,1,0.801428,0.198572,0.558729,2
1.0,牌子很不错,1,0.950037,0.0499628,0.888972,2
1.0,老爸拿到之后非常喜欢,1,0.911276,0.0887238,0.802836,2
1.0,跟着朋友一起买的,1,0.796747,0.203253,0.548326,2
1.0,东西用着还行,1,0.579788,0.420212,0.0661952,2
1.0,很好价格实惠,1,0.976133,0.0238667,0.946963,2
1.0,握在手里感觉不错,1,0.840961,0.159039,0.646581,2
1.0,价格也合适,1,0.813321,0.186679,0.585158,2
0.0,是日常家用的频率和强度来说,1,0.65426,0.34574,0.23169,2
1.0,工具很合适,1,0.88554,0.11446,0.745644,2
1.0,质量不错比之前的好多了,1,0.903773,0.0962274,0.786161,2
0.0,货收到,0,0.420979,0.579021,0.064492,0
-1.0,说好的发票又没有,0,0.247789,0.752211,0.449357,0
0.0,应该多配一个电池,1,0.526793,0.473207,0.464132,1
1.0,电螺丝刀做工精细,1,0.698968,0.301032,0.33104,2
-1.0,开始送了一个旧的,1,0.632147,0.367853,0.182548,2
1.0,宝贝不错,1,0.924519,0.0754813,0.832264,2
0.0,木板上上螺丝都底部的时候螺丝就不进了,0,0.258782,0.741218,0.424929,0
-1.0,led灯是坏的不亮,0,0.102244,0.897756,0.772792,0
0.0,京东快递也很给力,1,0.846355,0.153645,0.658566,2
1.0,是好用,1,0.757668,0.242332,0.461484,2
-1.0,超出预期,1,0.644492,0.355508,0.209982,2
0.0,储电少,0,0.396274,0.603726,0.11939,0
0.0,质量杠杠的,1,0.727716,0.272284,0.394925,2
0.0,买第二个了,1,0.518357,0.481644,0.63287,1
0.0,做工,0,0.488572,0.511428,0.771432,1
0.0,用后再追评,0,0.473219,0.526781,0.464384,1
1.0,打孔力度也可以,1,0.860666,0.139334,0.69037,2
0.0,有点力度,0,0.364885,0.635115,0.189145,0
1.0,很实用,1,0.830558,0.169442,0.623461,2
0.0,没白等,0,0.378263,0.621737,0.159416,0
-1.0,昨天晚上下的单,1,0.549102,0.450898,0.0179577,1
1.0,手感挺好的,1,0.924019,0.0759811,0.831153,2
1.0,京东服务态度非常好,1,0.884334,0.115666,0.742964,2
1.0,东西质量不错,1,0.813747,0.186253,0.586104,2
-1.0,无奈价格在那里,0,0.261125,0.738875,0.419721,0
0.0,今天中午收货,0,0.330978,0.669022,0.264494,0
1.0,想买的朋友快点入手吧,1,0.552357,0.447643,0.00523766,2
-1.0,不是很明白,0,0.206314,0.793686,0.541525,0
1.0,感觉好漂亮好精致啊,1,0.911382,0.0886175,0.803072,2
1.0,用起来很好,1,0.936653,0.0633474,0.859228,2
1.0,找售后立即给我换个新钻,0,0.340284,0.659716,0.243813,0
1.0,好好,1,0.694715,0.305285,0.321589,2
0.0,不是我使用,0,0.402746,0.597254,0.105009,0
1.0,使用方便,1,0.57935,0.42065,0.0652215,2
1.0,厚实,1,0.76712,0.23288,0.482489,2
1.0,用料讲究,1,0.620482,0.379518,0.156626,2
1.0,用着还行,1,0.691717,0.308283,0.314927,2
1.0,钻一般的木头砖墙没啥问题,0,0.110412,0.889588,0.75464,0
1.0,就完美了,1,0.663702,0.336298,0.252672,2
0.0,其他就没什么咯,0,0.373375,0.626625,0.170277,0
0.0,用过几天了,1,0.690965,0.309035,0.313255,2
1.0,大品牌值得信赖,1,0.830559,0.169441,0.623464,2
0.0,下午就送到了,1,0.621142,0.378858,0.158093,2
1.0,每节基本连续3小时,1,0.652848,0.347152,0.228551,2
0.0,希望这个充电钻不会令发失望,0,0.0626981,0.937302,0.860671,0
1.0,喜欢的,1,0.911868,0.0881317,0.804152,2
0.0,是,1,0.556042,0.443958,0.0134264,2
1.0,秒杀的时候抢到的,1,0.783317,0.216683,0.518483,2
0.0,够大气就是不知道电池怎样,1,0.832047,0.167953,0.626772,2
1.0,使用简便,1,1.0,0.0,1.0,1
0.0,电池能用蛮久,1,0.608773,0.391227,0.130607,2
0.0,一看就懂,0,0.465907,0.534093,0.318136,1
0.0,外观简单大方,1,0.939493,0.0605073,0.865539,2
0.0,京东送货速度快,1,0.647665,0.352335,0.217033,2
-1.0,有点群魔乱舞的感觉,0,0.434214,0.565786,0.0350802,0
1.0,我还会是蛮认可的,1,0.916947,0.0830532,0.815437,2
1.0,再配一个加长披头杆就完美了,0,0.309452,0.690548,0.312329,0
0.0,工具买来使用的,1,0.758079,0.241921,0.462397,2
1.0,大艺,1,0.572462,0.427538,0.0499145,2
1.0,好就一个字,1,0.662174,0.337826,0.249276,2
0.0,比想象的要重一些,0,0.453012,0.546988,0.0602347,1
1.0,质量好实用正品牌,1,0.933042,0.0669584,0.851204,2
0.0,手电钻收到,1,0.545891,0.454109,0.0821864,1
0.0,看麦的图片里有包,0,0.395651,0.604349,0.120775,0
1.0,再备一块电池就好了,0,0.286944,0.713056,0.362347,0
1.0,性价比还是不错滴,1,0.921996,0.0780037,0.826658,2
0.0,昨夜下单,0,0.489639,0.510361,0.79278,1
1.0,有力,1,0.789314,0.210686,0.531808,2
-1.0,拿在手里很轻,1,0.730207,0.269793,0.40046,2
0.0,而且外包装保持良好,1,0.831879,0.168121,0.626399,2
0.0,昨天到手今日才用,0,0.473731,0.526269,0.474616,1
1.0,打钢板用专用钻头也很轻松,1,0.887438,0.112562,0.749863,2
1.0,大品牌质量有保障,1,0.708909,0.291091,0.353131,2
1.0,相信京东品质,1,0.531982,0.468018,0.36037,1
-1.0,缺点,0,0.381297,0.618703,0.152673,0
-1.0,有点给骗的感觉,0,0.186095,0.813905,0.586456,0
0.0,东西不错,1,0.849146,0.150854,0.66477,2
-1.0,力度还是小了点,0,0.339828,0.660172,0.244826,0
1.0,外观精悍,1,0.875136,0.124864,0.722525,2
1.0,用起来很舒服,1,0.908067,0.0919325,0.795705,2
1.0,正常施工安装设备用,0,0.492503,0.507497,0.850063,1
0.0,正品好货,1,0.744666,0.255334,0.432591,2
1.0,昨天买今天下午到有快,1,0.741317,0.258683,0.425149,2
0.0,之前送的批头磁铁掉了,0,0.391916,0.608084,0.129075,0
0.0,没有工具箱,0,0.367441,0.632559,0.183464,0
1.0,还分几个档位非常方便,1,0.725903,0.274096,0.390897,2
1.0,京东品质保证安心,1,0.629994,0.370006,0.177764,2
0.0,买来就拧了几个内六角螺钉,1,0.597457,0.402543,0.105459,2
1.0,这货颜值高,1,0.662625,0.337375,0.250279,2
1.0,可以,1,0.751454,0.248546,0.447676,2
1.0,杂没有专用盒子,0,0.315105,0.684895,0.299766,0
0.0,杠杠的,1,0.751952,0.248048,0.448782,2
1.0,好评,1,0.699556,0.300444,0.332347,2
0.0,活动购入,1,0.680146,0.319854,0.289213,2
0.0,要说毛病的话同心度不足,0,0.313113,0.686887,0.304193,0
1.0,好东西赞一个,1,0.953537,0.0464626,0.89675,2
1.0,碰上优惠低价入手,1,0.622864,0.377136,0.16192,2
1.0,主要是为了墙上打眼用,1,0.635526,0.364474,0.190058,2
0.0,等活动买的电钻,1,0.677176,0.322824,0.282614,2
1.0,五星好评,1,0.831971,0.168029,0.626603,2
0.0,含着泪使用吧,0,0.495781,0.504219,0.915629,1
0.0,加上自己只是装修小白,1,0.605327,0.394673,0.12295,2
1.0,是三角夹头同心度很好,1,0.86161,0.13839,0.692466,2
1.0,是品质还是不错的,1,0.847058,0.152942,0.66013,2
1.0,所以自己能做的事儿,0,0.495326,0.504674,0.906512,1
1.0,不同心·有明显的划痕·电池比较明显·,0,0.340802,0.659198,0.242663,0
1.0,两块电池更换着比较方便,1,0.61056,0.38944,0.134577,2
1.0,附件齐全,1,0.704281,0.295719,0.342848,2
1.0,效果好,1,0.742247,0.257753,0.427216,2
0.0,不知道好不好,0,0.393392,0.606608,0.125795,0
0.0,威克士在国内也算是一线品牌了,1,0.660566,0.339434,0.245702,2
1.0,宝贝正品,1,0.737488,0.262512,0.41664,2
1.0,遗憾的是只有扭螺丝的头没有钻孔的,1,0.654058,0.345942,0.231239,2
1.0,京东快递就是牛,0,0.482747,0.517253,0.654939,1
1.0,这个可以调扭矩,1,0.676163,0.323837,0.280363,2
1.0,很好的东西,1,0.928208,0.071792,0.840462,2
1.0,价格划算,1,0.76796,0.23204,0.484355,2
0.0,在京东买东西,0,0.411022,0.588978,0.0866179,0
0.0,拿手里份量挺足,1,0.701601,0.298399,0.336891,2
-1.0,美中不足的是外壳开模拼接处还是有少许瑕疵,1,0.894314,0.105686,0.765143,2
0.0,买了一个,1,0.602987,0.397013,0.11775,2
0.0,没赚到这份钱,0,0.370239,0.629761,0.177248,0
0.0,劲不大,1,0.602794,0.397206,0.117321,2
0.0,有了它自己动手没话说,1,0.796412,0.203588,0.547582,2
1.0,运气还不错,1,0.790914,0.209086,0.535365,2
1.0,产品质量不错,1,0.889304,0.110696,0.754009,2
-1.0,快递小哥辛苦了,1,0.660286,0.339715,0.245079,2
0.0,第二天就收到了,0,0.462168,0.537832,0.243351,1
1.0,以为没电充了后也差不多,0,0.296184,0.703816,0.341814,0
0.0,这价格,0,0.440158,0.559842,0.0218711,0
1.0,要买的慎重,0,0.280746,0.719254,0.37612,0
0.0,轻巧便携,1,1.0,0.0,1.0,1
0.0,当天就送来了,1,0.528696,0.471304,0.426074,1
0.0,要是有个工具箱装那就好了,0,0.332872,0.667128,0.260284,0
1.0,性价比还是可以,1,0.775258,0.224742,0.500573,2
-1.0,声音大,0,0.365534,0.634466,0.187702,0
1.0,良心好评,1,0.666604,0.333396,0.259119,2
0.0,15档扭矩调节,0,0.426475,0.573525,0.0522771,0
0.0,家里备一个,1,0.647384,0.352616,0.21641,2
1.0,产品挺好,1,0.809932,0.190068,0.577626,2
0.0,东西少了点,0,0.186244,0.813756,0.586124,0
1.0,支持国产品牌,1,0.835731,0.164269,0.634959,2
1.0,家用挺好的,1,0.884522,0.115478,0.743382,2
0.0,帮工人师傅买的,1,0.733767,0.266233,0.40837,2
0.0,第二次买威克士的东西了,0,0.381046,0.618954,0.153231,0
1.0,至于使用的效果后面再评,0,0.386028,0.613972,0.14216,0
1.0,超级给力的工具,1,0.869616,0.130384,0.710259,2
1.0,电钻挺好用的家用足够了很方便,1,0.978077,0.0219228,0.951283,2
1.0,转速可以调节,1,0.672442,0.327558,0.272094,2
1.0,就是单纯的想拥有一把,1,0.710632,0.289368,0.356961,2
1.0,很不错,1,0.965047,0.0349534,0.922326,2
0.0,还有一点,0,0.469147,0.530853,0.382944,1
0.0,下次还来,1,0.776788,0.223212,0.503973,2
0.0,拿起来感觉很有分量,1,0.697643,0.302357,0.328095,2
1.0,物品质量功能挺好,1,0.785894,0.214106,0.524209,2
1.0,好看实用,1,0.929889,0.0701113,0.844197,2
0.0,那个充电器看起就更差劲了细的冲电都不敢用力插电池,0,0.0275481,0.972452,0.938782,0
1.0,好就不用了,1,0.737752,0.262248,0.417227,2
1.0,一分价钱一分货,0,0.383168,0.616832,0.148515,0
1.0,家用很方便,1,0.871168,0.128832,0.713708,2
1.0,效率奇高,0,0.384586,0.615414,0.145364,0
1.0,也挺好看,1,0.897876,0.102124,0.773058,2
1.0,赶紧不错,1,0.881276,0.118724,0.736169,2
1.0,商品质量好,1,0.729721,0.270279,0.39938,2
1.0,批头带的很多,1,0.665025,0.334975,0.25561,2
1.0,希望质量可以保证,1,0.718646,0.281354,0.374769,2
0.0,工具嘛毕竟不是工艺品,0,0.316914,0.683086,0.295746,0
0.0,就是另外购买电池太贵了,0,0.368055,0.631945,0.1821,0
1.0,性价比高,1,0.742223,0.257777,0.427162,2
1.0,东西很不错,1,0.929047,0.0709532,0.842326,2
0.0,差评,0,0.0274052,0.972595,0.939099,0
0.0,或者多买几个电池,1,0.563088,0.436912,0.0290836,2
-1.0,一日3次,1,0.500114,0.499886,0.997727,1
1.0,挺好用的很好,1,0.978037,0.0219631,0.951193,2
-1.0,我的充电钻根本就没有收到货,0,0.247068,0.752932,0.450959,0
1.0,又快又省力,1,0.792184,0.207816,0.538186,2
1.0,下次还要继续支持购买给5星,1,0.894587,0.105413,0.765748,2
-1.0,9mm的标准来推脱自己装配的不严谨,0,0.277449,0.722551,0.383447,0
1.0,不过很快上手,1,0.778144,0.221856,0.506986,2
1.0,看起来很好,1,0.915686,0.0843144,0.812635,2
0.0,挺沉的,1,0.573683,0.426317,0.0526289,2
1.0,效果很好,1,0.867798,0.132202,0.706218,2
0.0,工艺,1,0.554207,0.445793,0.00934866,2
0.0,全部收纳,1,0.511549,0.488451,0.76902,1
1.0,劲大方便,1,0.753572,0.246428,0.452383,2
0.0,充电3小时,0,0.468276,0.531724,0.36552,1
0.0,外观控没抵抗力,1,0.874035,0.125965,0.720079,2
-1.0,虽然贵,0,0.45721,0.54279,0.144202,1
1.0,外观设计相当漂亮,1,0.930079,0.0699208,0.84462,2
1.0,申请一天后京东快递拿新的上门换,0,0.418058,0.581942,0.0709824,0
1.0,真的不错,1,0.908197,0.0918034,0.795992,2
0.0,下次如果需要再买,1,0.535776,0.464224,0.284485,1
1.0,真心不错,1,0.825254,0.174746,0.611675,2
0.0,之前用过,1,0.585525,0.414475,0.0789453,2
